2026-05-27T00:02:24.133+02:00 DEBUG 13924 --- [http-nio-8081-exec-4] s.w.s.h.LoggingWebSocketHandlerDecorator : WebSocketServerSockJsSession[id=dfn5kxfa] closed with CloseStatus[code=1001, reason=null]
2026-05-27T00:02:24.147+02:00 DEBUG 13924 --- [http-nio-8081-exec-4] o.s.w.s.m.SubProtocolWebSocketHandler    : Clearing session dfn5kxfa
2026-05-27T00:02:24.296+02:00 DEBUG 13924 --- [http-nio-8081-exec-6] o.s.security.web.FilterChainProxy        : Securing OPTIONS /api/admin/stats
2026-05-27T00:02:24.296+02:00 DEBUG 13924 --- [http-nio-8081-exec-9] o.s.security.web.FilterChainProxy        : Securing OPTIONS /api/users/me
2026-05-27T00:02:24.297+02:00 DEBUG 13924 --- [http-nio-8081-exec-1] o.s.security.web.FilterChainProxy        : Securing OPTIONS /api/admin/stages
2026-05-27T00:02:24.297+02:00 DEBUG 13924 --- [http-nio-8081-exec-10] o.s.security.web.FilterChainProxy        : Securing OPTIONS /api/admin/users
2026-05-27T00:02:24.302+02:00 DEBUG 13924 --- [http-nio-8081-exec-8] o.s.security.web.FilterChainProxy        : Securing OPTIONS /api/admin/etudiants/risque
2026-05-27T00:02:24.307+02:00 DEBUG 13924 --- [http-nio-8081-exec-5] o.s.security.web.FilterChainProxy        : Securing GET /api/users/me
2026-05-27T00:02:24.312+02:00 DEBUG 13924 --- [http-nio-8081-exec-4] o.s.security.web.FilterChainProxy        : Securing OPTIONS /api/notifications
2026-05-27T00:02:24.302+02:00 DEBUG 13924 --- [http-nio-8081-exec-2] o.s.security.web.FilterChainProxy        : Securing OPTIONS /api/messaging/conversations
2026-05-27T00:02:24.317+02:00 DEBUG 13924 --- [http-nio-8081-exec-7] o.s.security.web.FilterChainProxy        : Securing GET /api/admin/stats
2026-05-27T00:02:24.322+02:00 DEBUG 13924 --- [http-nio-8081-exec-8] o.s.security.web.FilterChainProxy        : Securing GET /api/notifications
2026-05-27T00:02:24.317+02:00 DEBUG 13924 --- [http-nio-8081-exec-3] o.s.security.web.FilterChainProxy        : Securing GET /api/admin/stages
2026-05-27T00:02:24.317+02:00 DEBUG 13924 --- [http-nio-8081-exec-6] o.s.security.web.FilterChainProxy        : Securing GET /api/admin/etudiants/risque
2026-05-27T00:02:24.318+02:00 DEBUG 13924 --- [http-nio-8081-exec-9] o.s.security.web.FilterChainProxy        : Securing GET /api/admin/users
2026-05-27T00:02:24.323+02:00 DEBUG 13924 --- [http-nio-8081-exec-5] org.hibernate.SQL                        : select u1_0.id,u1_0.adresse,u1_0.carte_etudiant,u1_0.created_at,u1_0.cv_file_name,u1_0.cv_file_path,u1_0.cv_uploaded_at,u1_0.email,u1_0.email_verified,u1_0.enabled,u1_0.first_login,u1_0.matricule_fiscal,u1_0.niveau,u1_0.nom,u1_0.password,u1_0.prenom,u1_0.raison_sociale,u1_0.reset_token,u1_0.reset_token_expiry,u1_0.secteur,u1_0.specialite,u1_0.telephone,u1_0.universite,u1_0.verification_code,u1_0.verification_code_expiry,u1_0.ville from users u1_0 where u1_0.email=?
2026-05-27T00:02:24.325+02:00 DEBUG 13924 --- [http-nio-8081-exec-1] o.s.security.web.FilterChainProxy        : Securing OPTIONS /api/admin/users/role/ENCADRANT_ENTREPRISE
2026-05-27T00:02:24.327+02:00 DEBUG 13924 --- [http-nio-8081-exec-10] o.s.security.web.FilterChainProxy        : Securing GET /api/messaging/conversations
2026-05-27T00:02:24.331+02:00 DEBUG 13924 --- [http-nio-8081-exec-4] o.s.security.web.FilterChainProxy        : Securing OPTIONS /api/messaging/conversations
2026-05-27T00:02:24.333+02:00 DEBUG 13924 --- [http-nio-8081-exec-7] org.hibernate.SQL                        : select u1_0.id,u1_0.adresse,u1_0.carte_etudiant,u1_0.created_at,u1_0.cv_file_name,u1_0.cv_file_path,u1_0.cv_uploaded_at,u1_0.email,u1_0.email_verified,u1_0.enabled,u1_0.first_login,u1_0.matricule_fiscal,u1_0.niveau,u1_0.nom,u1_0.password,u1_0.prenom,u1_0.raison_sociale,u1_0.reset_token,u1_0.reset_token_expiry,u1_0.secteur,u1_0.specialite,u1_0.telephone,u1_0.universite,u1_0.verification_code,u1_0.verification_code_expiry,u1_0.ville from users u1_0 where u1_0.email=?
2026-05-27T00:02:24.337+02:00 DEBUG 13924 --- [http-nio-8081-exec-5] org.hibernate.SQL                        : select r1_0.user_id,r1_1.id,r1_1.name from user_roles r1_0 join roles r1_1 on r1_1.id=r1_0.role_id where r1_0.user_id=?
2026-05-27T00:02:24.343+02:00 DEBUG 13924 --- [http-nio-8081-exec-6] org.hibernate.SQL                        : select u1_0.id,u1_0.adresse,u1_0.carte_etudiant,u1_0.created_at,u1_0.cv_file_name,u1_0.cv_file_path,u1_0.cv_uploaded_at,u1_0.email,u1_0.email_verified,u1_0.enabled,u1_0.first_login,u1_0.matricule_fiscal,u1_0.niveau,u1_0.nom,u1_0.password,u1_0.prenom,u1_0.raison_sociale,u1_0.reset_token,u1_0.reset_token_expiry,u1_0.secteur,u1_0.specialite,u1_0.telephone,u1_0.universite,u1_0.verification_code,u1_0.verification_code_expiry,u1_0.ville from users u1_0 where u1_0.email=?
2026-05-27T00:02:24.343+02:00 DEBUG 13924 --- [http-nio-8081-exec-9] org.hibernate.SQL                        : select u1_0.id,u1_0.adresse,u1_0.carte_etudiant,u1_0.created_at,u1_0.cv_file_name,u1_0.cv_file_path,u1_0.cv_uploaded_at,u1_0.email,u1_0.email_verified,u1_0.enabled,u1_0.first_login,u1_0.matricule_fiscal,u1_0.niveau,u1_0.nom,u1_0.password,u1_0.prenom,u1_0.raison_sociale,u1_0.reset_token,u1_0.reset_token_expiry,u1_0.secteur,u1_0.specialite,u1_0.telephone,u1_0.universite,u1_0.verification_code,u1_0.verification_code_expiry,u1_0.ville from users u1_0 where u1_0.email=?
2026-05-27T00:02:24.344+02:00 DEBUG 13924 --- [http-nio-8081-exec-8] org.hibernate.SQL                        : select u1_0.id,u1_0.adresse,u1_0.carte_etudiant,u1_0.created_at,u1_0.cv_file_name,u1_0.cv_file_path,u1_0.cv_uploaded_at,u1_0.email,u1_0.email_verified,u1_0.enabled,u1_0.first_login,u1_0.matricule_fiscal,u1_0.niveau,u1_0.nom,u1_0.password,u1_0.prenom,u1_0.raison_sociale,u1_0.reset_token,u1_0.reset_token_expiry,u1_0.secteur,u1_0.specialite,u1_0.telephone,u1_0.universite,u1_0.verification_code,u1_0.verification_code_expiry,u1_0.ville from users u1_0 where u1_0.email=?
2026-05-27T00:02:24.344+02:00 DEBUG 13924 --- [http-nio-8081-exec-2] o.s.security.web.FilterChainProxy        : Securing GET /api/admin/users/role/ENCADRANT_ENTREPRISE
2026-05-27T00:02:24.344+02:00 DEBUG 13924 --- [http-nio-8081-exec-10] org.hibernate.SQL                        : select u1_0.id,u1_0.adresse,u1_0.carte_etudiant,u1_0.created_at,u1_0.cv_file_name,u1_0.cv_file_path,u1_0.cv_uploaded_at,u1_0.email,u1_0.email_verified,u1_0.enabled,u1_0.first_login,u1_0.matricule_fiscal,u1_0.niveau,u1_0.nom,u1_0.password,u1_0.prenom,u1_0.raison_sociale,u1_0.reset_token,u1_0.reset_token_expiry,u1_0.secteur,u1_0.specialite,u1_0.telephone,u1_0.universite,u1_0.verification_code,u1_0.verification_code_expiry,u1_0.ville from users u1_0 where u1_0.email=?
2026-05-27T00:02:24.344+02:00 DEBUG 13924 --- [http-nio-8081-exec-3] org.hibernate.SQL                        : select u1_0.id,u1_0.adresse,u1_0.carte_etudiant,u1_0.created_at,u1_0.cv_file_name,u1_0.cv_file_path,u1_0.cv_uploaded_at,u1_0.email,u1_0.email_verified,u1_0.enabled,u1_0.first_login,u1_0.matricule_fiscal,u1_0.niveau,u1_0.nom,u1_0.password,u1_0.prenom,u1_0.raison_sociale,u1_0.reset_token,u1_0.reset_token_expiry,u1_0.secteur,u1_0.specialite,u1_0.telephone,u1_0.universite,u1_0.verification_code,u1_0.verification_code_expiry,u1_0.ville from users u1_0 where u1_0.email=?
2026-05-27T00:02:24.344+02:00 DEBUG 13924 --- [http-nio-8081-exec-7] org.hibernate.SQL                        : select r1_0.user_id,r1_1.id,r1_1.name from user_roles r1_0 join roles r1_1 on r1_1.id=r1_0.role_id where r1_0.user_id=?
2026-05-27T00:02:24.347+02:00 DEBUG 13924 --- [http-nio-8081-exec-5] o.s.security.web.FilterChainProxy        : Secured GET /api/users/me
2026-05-27T00:02:24.346+02:00 DEBUG 13924 --- [http-nio-8081-exec-6] org.hibernate.SQL                        : select r1_0.user_id,r1_1.id,r1_1.name from user_roles r1_0 join roles r1_1 on r1_1.id=r1_0.role_id where r1_0.user_id=?
2026-05-27T00:02:24.346+02:00 DEBUG 13924 --- [http-nio-8081-exec-9] org.hibernate.SQL                        : select r1_0.user_id,r1_1.id,r1_1.name from user_roles r1_0 join roles r1_1 on r1_1.id=r1_0.role_id where r1_0.user_id=?
2026-05-27T00:02:24.346+02:00 DEBUG 13924 --- [http-nio-8081-exec-8] org.hibernate.SQL                        : select r1_0.user_id,r1_1.id,r1_1.name from user_roles r1_0 join roles r1_1 on r1_1.id=r1_0.role_id where r1_0.user_id=?
2026-05-27T00:02:24.347+02:00 DEBUG 13924 --- [http-nio-8081-exec-10] org.hibernate.SQL                        : select r1_0.user_id,r1_1.id,r1_1.name from user_roles r1_0 join roles r1_1 on r1_1.id=r1_0.role_id where r1_0.user_id=?
2026-05-27T00:02:24.347+02:00 DEBUG 13924 --- [http-nio-8081-exec-3] org.hibernate.SQL                        : select r1_0.user_id,r1_1.id,r1_1.name from user_roles r1_0 join roles r1_1 on r1_1.id=r1_0.role_id where r1_0.user_id=?
2026-05-27T00:02:24.349+02:00 DEBUG 13924 --- [http-nio-8081-exec-5] org.hibernate.SQL                        : select u1_0.id,u1_0.adresse,u1_0.carte_etudiant,u1_0.created_at,u1_0.cv_file_name,u1_0.cv_file_path,u1_0.cv_uploaded_at,u1_0.email,u1_0.email_verified,u1_0.enabled,u1_0.first_login,u1_0.matricule_fiscal,u1_0.niveau,u1_0.nom,u1_0.password,u1_0.prenom,u1_0.raison_sociale,u1_0.reset_token,u1_0.reset_token_expiry,u1_0.secteur,u1_0.specialite,u1_0.telephone,u1_0.universite,u1_0.verification_code,u1_0.verification_code_expiry,u1_0.ville from users u1_0 where u1_0.email=?
2026-05-27T00:02:24.349+02:00 DEBUG 13924 --- [http-nio-8081-exec-9] o.s.security.web.FilterChainProxy        : Secured GET /api/admin/users
2026-05-27T00:02:24.349+02:00 DEBUG 13924 --- [http-nio-8081-exec-10] o.s.security.web.FilterChainProxy        : Secured GET /api/messaging/conversations
2026-05-27T00:02:24.350+02:00 DEBUG 13924 --- [http-nio-8081-exec-3] o.s.security.web.FilterChainProxy        : Secured GET /api/admin/stages
2026-05-27T00:02:24.350+02:00 DEBUG 13924 --- [http-nio-8081-exec-6] o.s.security.web.FilterChainProxy        : Secured GET /api/admin/etudiants/risque
2026-05-27T00:02:24.350+02:00 DEBUG 13924 --- [http-nio-8081-exec-8] o.s.security.web.FilterChainProxy        : Secured GET /api/notifications
2026-05-27T00:02:24.350+02:00 DEBUG 13924 --- [http-nio-8081-exec-7] o.s.security.web.FilterChainProxy        : Secured GET /api/admin/stats
2026-05-27T00:02:24.353+02:00 DEBUG 13924 --- [http-nio-8081-exec-9] org.hibernate.SQL                        : select u1_0.id,u1_0.adresse,u1_0.carte_etudiant,u1_0.created_at,u1_0.cv_file_name,u1_0.cv_file_path,u1_0.cv_uploaded_at,u1_0.email,u1_0.email_verified,u1_0.enabled,u1_0.first_login,u1_0.matricule_fiscal,u1_0.niveau,u1_0.nom,u1_0.password,u1_0.prenom,u1_0.raison_sociale,u1_0.reset_token,u1_0.reset_token_expiry,u1_0.secteur,u1_0.specialite,u1_0.telephone,u1_0.universite,u1_0.verification_code,u1_0.verification_code_expiry,u1_0.ville from users u1_0
2026-05-27T00:02:24.353+02:00 DEBUG 13924 --- [http-nio-8081-exec-3] org.hibernate.SQL                        : select s1_0.id,s1_0.candidature_id,s1_0.commentaire_soutenance,s1_0.convention_signee_encadrant_entreprise,s1_0.convention_signee_entreprise,s1_0.created_at,s1_0.date_debut,s1_0.date_fin,s1_0.date_signature_convention,s1_0.date_soutenance,s1_0.duree_semaines,s1_0.encadrant_academique_id,s1_0.encadrant_entreprise_id,s1_0.mission_definie,s1_0.mission_description,s1_0.objectifs,s1_0.semaine_actuelle,s1_0.soutenance_autorisee,s1_0.statut from stages s1_0
2026-05-27T00:02:24.353+02:00 DEBUG 13924 --- [http-nio-8081-exec-10] org.hibernate.SQL                        : select u1_0.id,u1_0.adresse,u1_0.carte_etudiant,u1_0.created_at,u1_0.cv_file_name,u1_0.cv_file_path,u1_0.cv_uploaded_at,u1_0.email,u1_0.email_verified,u1_0.enabled,u1_0.first_login,u1_0.matricule_fiscal,u1_0.niveau,u1_0.nom,u1_0.password,u1_0.prenom,u1_0.raison_sociale,u1_0.reset_token,u1_0.reset_token_expiry,u1_0.secteur,u1_0.specialite,u1_0.telephone,u1_0.universite,u1_0.verification_code,u1_0.verification_code_expiry,u1_0.ville from users u1_0 where u1_0.email=?
2026-05-27T00:02:24.353+02:00 DEBUG 13924 --- [http-nio-8081-exec-8] org.hibernate.SQL                        : select u1_0.id,u1_0.adresse,u1_0.carte_etudiant,u1_0.created_at,u1_0.cv_file_name,u1_0.cv_file_path,u1_0.cv_uploaded_at,u1_0.email,u1_0.email_verified,u1_0.enabled,u1_0.first_login,u1_0.matricule_fiscal,u1_0.niveau,u1_0.nom,u1_0.password,u1_0.prenom,u1_0.raison_sociale,u1_0.reset_token,u1_0.reset_token_expiry,u1_0.secteur,u1_0.specialite,u1_0.telephone,u1_0.universite,u1_0.verification_code,u1_0.verification_code_expiry,u1_0.ville from users u1_0 where u1_0.email=?
2026-05-27T00:02:24.353+02:00 DEBUG 13924 --- [http-nio-8081-exec-7] org.hibernate.SQL                        : select count(s1_0.id) from stages s1_0 where s1_0.convention_signee_entreprise
2026-05-27T00:02:24.355+02:00 DEBUG 13924 --- [http-nio-8081-exec-5] org.hibernate.SQL                        : select r1_0.user_id,r1_1.id,r1_1.name from user_roles r1_0 join roles r1_1 on r1_1.id=r1_0.role_id where r1_0.user_id=?
2026-05-27T00:02:24.355+02:00 DEBUG 13924 --- [http-nio-8081-exec-9] org.hibernate.SQL                        : select r1_0.user_id,r1_1.id,r1_1.name from user_roles r1_0 join roles r1_1 on r1_1.id=r1_0.role_id where r1_0.user_id=?
2026-05-27T00:02:24.355+02:00 DEBUG 13924 --- [http-nio-8081-exec-1] o.s.security.web.FilterChainProxy        : Securing GET /api/messaging/conversations
2026-05-27T00:02:24.355+02:00 DEBUG 13924 --- [http-nio-8081-exec-3] org.hibernate.SQL                        : select c1_0.id,c1_0.commentaire_entreprise,c1_0.date_entretien,c1_0.date_postulation,c1_0.etudiant_id,e1_0.id,e1_0.adresse,e1_0.carte_etudiant,e1_0.created_at,e1_0.cv_file_name,e1_0.cv_file_path,e1_0.cv_uploaded_at,e1_0.email,e1_0.email_verified,e1_0.enabled,e1_0.first_login,e1_0.matricule_fiscal,e1_0.niveau,e1_0.nom,e1_0.password,e1_0.prenom,e1_0.raison_sociale,e1_0.reset_token,e1_0.reset_token_expiry,r1_0.user_id,r1_1.id,r1_1.name,e1_0.secteur,e1_0.specialite,e1_0.telephone,e1_0.universite,e1_0.verification_code,e1_0.verification_code_expiry,e1_0.ville,c1_0.lieu_entretien,c1_0.message_motivation,c1_0.offre_id,o1_0.id,o1_0.competences,o1_0.created_at,o1_0.date_expiration,o1_0.description,o1_0.duree,o1_0.entreprise_id,e2_0.id,e2_0.adresse,e2_0.carte_etudiant,e2_0.created_at,e2_0.cv_file_name,e2_0.cv_file_path,e2_0.cv_uploaded_at,e2_0.email,e2_0.email_verified,e2_0.enabled,e2_0.first_login,e2_0.matricule_fiscal,e2_0.niveau,e2_0.nom,e2_0.password,e2_0.prenom,e2_0.raison_sociale,e2_0.reset_token,e2_0.reset_token_expiry,e2_0.secteur,e2_0.specialite,e2_0.telephone,e2_0.universite,e2_0.verification_code,e2_0.verification_code_expiry,e2_0.ville,o1_0.lieu,o1_0.niveau_requis,o1_0.nombre_candidatures,o1_0.specialite,o1_0.statut,o1_0.titre,o1_0.type,c1_0.statut from candidatures c1_0 join users e1_0 on e1_0.id=c1_0.etudiant_id left join user_roles r1_0 on e1_0.id=r1_0.user_id left join roles r1_1 on r1_1.id=r1_0.role_id join offres o1_0 on o1_0.id=c1_0.offre_id left join users e2_0 on e2_0.id=o1_0.entreprise_id where c1_0.id=?
2026-05-27T00:02:24.357+02:00 DEBUG 13924 --- [http-nio-8081-exec-9] org.hibernate.SQL                        : select r1_0.user_id,r1_1.id,r1_1.name from user_roles r1_0 join roles r1_1 on r1_1.id=r1_0.role_id where r1_0.user_id=?
2026-05-27T00:02:24.355+02:00 DEBUG 13924 --- [http-nio-8081-exec-10] org.hibernate.SQL                        : select r1_0.user_id,r1_1.id,r1_1.name from user_roles r1_0 join roles r1_1 on r1_1.id=r1_0.role_id where r1_0.user_id=?
2026-05-27T00:02:24.359+02:00 DEBUG 13924 --- [http-nio-8081-exec-8] org.hibernate.SQL                        : select r1_0.user_id,r1_1.id,r1_1.name from user_roles r1_0 join roles r1_1 on r1_1.id=r1_0.role_id where r1_0.user_id=?
2026-05-27T00:02:24.359+02:00 DEBUG 13924 --- [http-nio-8081-exec-7] org.hibernate.SQL                        : select count(*) from users u1_0
2026-05-27T00:02:24.359+02:00 DEBUG 13924 --- [http-nio-8081-exec-9] org.hibernate.SQL                        : select r1_0.user_id,r1_1.id,r1_1.name from user_roles r1_0 join roles r1_1 on r1_1.id=r1_0.role_id where r1_0.user_id=?
2026-05-27T00:02:24.360+02:00 DEBUG 13924 --- [http-nio-8081-exec-10] org.hibernate.SQL                        : select u1_0.id,u1_0.adresse,u1_0.carte_etudiant,u1_0.created_at,u1_0.cv_file_name,u1_0.cv_file_path,u1_0.cv_uploaded_at,u1_0.email,u1_0.email_verified,u1_0.enabled,u1_0.first_login,u1_0.matricule_fiscal,u1_0.niveau,u1_0.nom,u1_0.password,u1_0.prenom,u1_0.raison_sociale,u1_0.reset_token,u1_0.reset_token_expiry,r1_0.user_id,r1_1.id,r1_1.name,u1_0.secteur,u1_0.specialite,u1_0.telephone,u1_0.universite,u1_0.verification_code,u1_0.verification_code_expiry,u1_0.ville from users u1_0 left join user_roles r1_0 on u1_0.id=r1_0.user_id left join roles r1_1 on r1_1.id=r1_0.role_id where u1_0.id=?
2026-05-27T00:02:24.360+02:00 DEBUG 13924 --- [http-nio-8081-exec-9] org.hibernate.SQL                        : select r1_0.user_id,r1_1.id,r1_1.name from user_roles r1_0 join roles r1_1 on r1_1.id=r1_0.role_id where r1_0.user_id=?
2026-05-27T00:02:24.361+02:00 DEBUG 13924 --- [http-nio-8081-exec-7] org.hibernate.SQL                        : select count(u1_0.id) from users u1_0 join user_roles r1_0 on u1_0.id=r1_0.user_id join roles r1_1 on r1_1.id=r1_0.role_id where r1_1.name=?
2026-05-27T00:02:24.362+02:00 DEBUG 13924 --- [http-nio-8081-exec-3] org.hibernate.SQL                        : select u1_0.id,u1_0.adresse,u1_0.carte_etudiant,u1_0.created_at,u1_0.cv_file_name,u1_0.cv_file_path,u1_0.cv_uploaded_at,u1_0.email,u1_0.email_verified,u1_0.enabled,u1_0.first_login,u1_0.matricule_fiscal,u1_0.niveau,u1_0.nom,u1_0.password,u1_0.prenom,u1_0.raison_sociale,u1_0.reset_token,u1_0.reset_token_expiry,r1_0.user_id,r1_1.id,r1_1.name,u1_0.secteur,u1_0.specialite,u1_0.telephone,u1_0.universite,u1_0.verification_code,u1_0.verification_code_expiry,u1_0.ville from users u1_0 left join user_roles r1_0 on u1_0.id=r1_0.user_id left join roles r1_1 on r1_1.id=r1_0.role_id where u1_0.id=?
2026-05-27T00:02:24.363+02:00 DEBUG 13924 --- [http-nio-8081-exec-2] org.hibernate.SQL                        : select u1_0.id,u1_0.adresse,u1_0.carte_etudiant,u1_0.created_at,u1_0.cv_file_name,u1_0.cv_file_path,u1_0.cv_uploaded_at,u1_0.email,u1_0.email_verified,u1_0.enabled,u1_0.first_login,u1_0.matricule_fiscal,u1_0.niveau,u1_0.nom,u1_0.password,u1_0.prenom,u1_0.raison_sociale,u1_0.reset_token,u1_0.reset_token_expiry,u1_0.secteur,u1_0.specialite,u1_0.telephone,u1_0.universite,u1_0.verification_code,u1_0.verification_code_expiry,u1_0.ville from users u1_0 where u1_0.email=?
2026-05-27T00:02:24.363+02:00 DEBUG 13924 --- [http-nio-8081-exec-7] org.hibernate.SQL                        : select count(u1_0.id) from users u1_0 join user_roles r1_0 on u1_0.id=r1_0.user_id join roles r1_1 on r1_1.id=r1_0.role_id where r1_1.name=?
2026-05-27T00:02:24.364+02:00 DEBUG 13924 --- [http-nio-8081-exec-10] org.hibernate.SQL                        : select distinct c1_0.id,c1_0.created_at,c1_0.createur_id,c1_0.description,c1_0.nom,c1_0.type from conversations c1_0 join conversation_participants p1_0 on c1_0.id=p1_0.conversation_id join users p1_1 on p1_1.id=p1_0.user_id where p1_1.id=? order by c1_0.created_at desc
2026-05-27T00:02:24.364+02:00 DEBUG 13924 --- [http-nio-8081-exec-9] org.hibernate.SQL                        : select r1_0.user_id,r1_1.id,r1_1.name from user_roles r1_0 join roles r1_1 on r1_1.id=r1_0.role_id where r1_0.user_id=?
2026-05-27T00:02:24.366+02:00 DEBUG 13924 --- [http-nio-8081-exec-8] org.hibernate.SQL                        : select n1_0.id,n1_0.date,n1_0.lu,n1_0.message,n1_0.objet,n1_0.user_id from notifications n1_0 left join users u1_0 on u1_0.id=n1_0.user_id where u1_0.email=? order by n1_0.date desc
